wp  , n1 , Pnd, Np1, Helix, Np2, Pnd2, Helix2, sigma_bend_stage1 , percent_diff_bend_stage1, sigma_contact_stage1, percent_diff_contact_stage1, sigma_bend_stage2 , percent_diff_bend_stage2, sigma_contact_stage2, percent_diff_contact_stage2, combined_metric
2230, 2.1,  10,  16,    25,  38,   10,     25, 13.222888665135066,        94.35040781296672,   128.36420563864044,        0.6815009438017054  , 34.243540493527945,       7.3061879843379725,   126.98440234930864,        1.7621897119045615  , 104.10028645301097
2240, 2.1,  10,  16,    25,  38,   10,     25, 13.168148336671734,        94.67261013163338,   128.10630960379024,        0.8826095636363387  , 34.24249447906927 ,       7.309238585704916 ,   126.92580965462871,        1.8083383298580904  , 104.67279661083272
2250, 2  ,  10,  16,    25,  38,   10,     25, 13.14001733620845 ,        94.83846412724466,   129.05113160944376,        0.14779207589990298 , 34.2296859862038  ,       7.346600615069708 ,   126.2467334118699 ,        2.344734774117389   , 104.67759159233165
2260, 2  ,  10,  16,    25,  38,   10,     25, 13.086111840552041,        95.15680091455698,   128.79420340103863,        0.34708044302248353 , 34.2285885612334  ,       7.349802400571753 ,   126.19166202457592,        2.3883602116079676  , 105.24204396975918
2270, 2  ,  10,  16,    25,  38,   10,     25, 13.032669095063104,        95.47308426557503,   128.5389427050963 ,        0.5454687903038592  , 34.227491206629004,       7.353004079651991 ,   126.13705695724614,        2.4316348253049225  , 105.8031919608358
2280, 2  ,  10,  16,    25,  38,   10,     25, 12.979683099696354,        95.7873343816894 ,   128.28533140197462,        0.7429647119917605  , 34.226393922383835,       7.356205652315744 ,   126.08291230028043,        2.4745628393709187  , 106.36106758536783
2290, 2  ,  10,  16,    25,  38,   10,     25, 12.92714795817207 ,        96.09957119732626,   128.0333516473596 ,        0.9395757074288585  , 34.22529670849112 ,       7.3594071185683285,   126.02922224369694,        2.517148410278655   , 106.91570243360209
2310, 5  ,  10,  14,    25,  42,   10,     25, 14.19924587211484 ,        88.7196535197033 ,   128.91506334880395,        0.2532850714638797  , 31.113853973695285,      16.853851284857118 ,   129.10393299099135,        0.10688537451328979 , 105.93367525053758
2320, 5  ,  10,  14,    25,  42,   10,     25, 14.142372718453831,        89.04173151883566,   128.6644647626242 ,        0.44786410290828405 , 31.111764356418288,      16.860519832141442 ,   128.9980442315188 ,        0.18893721088621976 , 106.53905266477162
2330, 5  ,  10,  14,    25,  42,   10,     25, 14.08597559347852 ,        89.36182409316159,   128.4154511854538 ,        0.6415873561919712  , 31.1096750198013  ,      16.867187893825527 ,   128.8929957879022 ,        0.27040441458355596 , 107.14100375776265
2340, 5  ,  10,  14,    25,  42,   10,     25, 14.03004848070196 ,        89.67994991404973,   128.16800583453144,        0.8344618632726609  , 31.107585963787766,      16.87385546996247  ,   128.78877761708435,        0.3512932736948297  , 107.7395605209797
2350, 5.1,  10,  14,    25,  42,   10,     25, 13.962821402893063,        90.06327944173975,   127.67044928058459,        1.2234134420625475  , 31.11512427038743 ,      16.849797616839833 ,   129.16871170274524,        0.05672233691229762 , 108.19321283755444
2360, 5.1,  10,  14,    25,  42,   10,     25, 13.907862972596412,        90.37740751241346,   127.42657175247975,        1.4146089138415954  , 31.11307545602079 ,      16.856335702369485 ,   129.06438537936356,        0.13752243900248776 , 108.78587456762702
2370, 5.1,  10,  14,    25,  42,   10,     25, 13.853356724107247,        90.68962375705428,   127.18421058558236,        1.6049758795860996  , 31.11102691144988 ,      16.862873321123416 ,   128.9608728778381 ,        0.21775677321366183 , 109.37522973097747
2380, 5.1,  10,  14,    25,  42,   10,     25, 13.799297038769208,        90.99994592607366,   126.94334999440035,        1.7945210416207513  , 31.108978636621416,      16.86941047315159  ,   128.8581646363953 ,        0.2974313202360334  , 109.96130876108204
